0.5273216367	0.0285355486	0.0359651931	0.0692856237	0.0561681800	0.0539066195	0.0952422544	0.0460222363	0.0875527188
0.2412402183	0.1694138646	0.1353750229	0.0601832792	0.0282856710	0.0512354448	0.0367736183	0.0322478600	0.2452450544
0.2497203201	0.0142552340	0.0434798449	0.0812390894	0.1041476503	0.1081156135	0.1616487354	0.1804526001	0.0569409356
0.2686141133	0.1153255105	0.1038104892	0.0569137335	0.0952184945	0.0482775383	0.1053845510	0.0733866245	0.1330689043
0.6117982268	0.0333943851	0.0333414264	0.0671886876	0.0268663969	0.0256015416	0.0421424359	0.0533888005	0.1062780917
0.2910217941	0.0386624299	0.0614188276	0.0554275252	0.0515142269	0.0354115181	0.0726149306	0.0704742298	0.3234544992
0.1571606249	0.0338008665	0.1314845830	0.0382925197	0.1598799229	0.0583717562	0.2487028837	0.0848933533	0.0874135420
0.2700875103	0.0153695485	0.0515365191	0.0415279791	0.1578801423	0.0459683314	0.2350595891	0.1018542200	0.0807161108
0.4235949218	0.0100976499	0.0107471524	0.0269906372	0.0142424237	0.0136245051	0.0187410731	0.0337305926	0.4482310414
0.6473486423	0.0273549091	0.0430041738	0.0774047449	0.0273770131	0.0296341274	0.0503944196	0.0422565378	0.0552254766
0.0967829451	0.2611781061	0.0858282298	0.0373176783	0.0646057427	0.0852202326	0.0758236200	0.1780623049	0.1151811630
0.0580964833	0.6198379993	0.0619280376	0.0236097835	0.0287063383	0.0331219807	0.0245420951	0.0398680121	0.1102892682
0.0609454475	0.6233800650	0.0932095423	0.0245080255	0.0266652908	0.0270741507	0.0253546871	0.0311433449	0.0877194554
0.0074057174	0.0183071047	0.0065048137	0.0045998599	0.0074512619	0.0061599030	0.0040144753	0.0044362610	0.9411206245
0.0246963073	0.8395087123	0.0247461814	0.0078263050	0.0093370993	0.0117533486	0.0076991115	0.0464281328	0.0280049276
0.0561319031	0.6407925487	0.0337367021	0.0190827530	0.0219456777	0.0301531143	0.0182433333	0.0822788030	0.0976351649
0.0136192329	0.7001659870	0.0147033734	0.0084279766	0.0088366466	0.0098843006	0.0041766474	0.0090728393	0.2311130613
0.1272824854	0.4174469709	0.1360433549	0.0589074120	0.0328678451	0.0494853370	0.0396006741	0.0522764809	0.0860894471
0.0347413719	0.8141065836	0.0320548527	0.0134180402	0.0113966139	0.0182178002	0.0095974011	0.0328878909	0.0335794240
0.0627137646	0.3217397928	0.1987588406	0.0248965863	0.0549185760	0.0632945523	0.0720557943	0.1329339147	0.0686881468
0.0591712929	0.1228997037	0.4835584164	0.0253572240	0.0453797951	0.0268711708	0.0772956610	0.0470704548	0.1123962253
0.0260509029	0.0128007261	0.7056660652	0.0124492310	0.0477552116	0.0144517422	0.1284998208	0.0188297667	0.0334964767
0.0736859590	0.0544049777	0.3952505589	0.0328605883	0.0611014850	0.0353107527	0.1154061481	0.0965941548	0.1353853643
0.0546471886	0.0297805071	0.4640897512	0.0234796591	0.0910048857	0.0348178521	0.1820958406	0.0489539579	0.0711303502
0.0527245775	0.0812835023	0.6190531850	0.0214991234	0.0339753069	0.0177209787	0.0653016046	0.0193677135	0.0890739933
0.0298134852	0.0251501501	0.6611905694	0.0106986118	0.0474755764	0.0211767703	0.1184319034	0.0557049662	0.0303578805
0.0591350384	0.0573881119	0.6207804680	0.0371703096	0.0453024469	0.0264555532	0.0955749974	0.0228450280	0.0353480987
0.0642661229	0.0377577022	0.5626149774	0.0302842706	0.0552276634	0.0270619448	0.1135219708	0.0272283033	0.0820370018
0.1032935232	0.1585453600	0.1522834152	0.0371556468	0.1009431630	0.0789386407	0.1267165393	0.0921953097	0.1499283761
0.1050228849	0.0492129326	0.5245654583	0.0264233649	0.0493384600	0.0246610269	0.0992214903	0.0349439755	0.0866103992
0.1772545576	0.0559914708	0.0373478718	0.4482691586	0.0294626113	0.1160414815	0.0339509025	0.0596522577	0.0420297347
0.1767284274	0.0365676843	0.0496460572	0.3072261512	0.0416565724	0.0541837327	0.0395565033	0.0305751991	0.2638596296
0.2127363980	0.0067968997	0.0204443187	0.4083948731	0.0572855063	0.1009450927	0.0819657445	0.0760581866	0.0353730991
0.1581081152	0.0590539873	0.0588529147	0.1807007790	0.0604105629	0.0910577923	0.0660348460	0.1841801554	0.1416009367
0.0519640073	0.0053379284	0.0144045884	0.8263592124	0.0155572286	0.0447770655	0.0169223323	0.0165975634	0.0080800289
0.0985695645	0.0111578256	0.0410913602	0.6331674457	0.0334831923	0.0643405244	0.0447056368	0.0465293340	0.0269551724
0.1322586685	0.0381955057	0.1662044376	0.4192931950	0.0393794179	0.0569128394	0.0543550663	0.0245474111	0.0688535050
0.1109979898	0.2351530641	0.0768070593	0.0709624439	0.0475920588	0.0723457634	0.0459998474	0.0956308693	0.2445109636
0.1304306686	0.0479223132	0.0800366551	0.3776130378	0.0502851568	0.0863822103	0.0602043942	0.0926374272	0.0744882151
